modelo;fold_externo;fold_interno;parametros;c_index_validacao_interna;n_genes_inner
RSF;4;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.673587786259542;22
RSF;4;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.731359649122807;12
RSF;4;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.6658422643583402;11
RSF;4;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.6723664122137405;22
RSF;5;1;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.681586402266289;13
RSF;5;2;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.7077106993424985;19
RSF;5;3;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.7068771138669673;12
RSF;5;1;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=5";0.6830028328611898;13
RSF;5;2;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=5";0.7127913927077107;19
RSF;5;3;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=5";0.7164599774520857;12
RSF;5;1;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.6818696883852691;13
RSF;5;2;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.7259414225941423;19
RSF;5;3;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.7223788049605412;12
RSF;5;1;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=5";0.6793201133144476;13
RSF;5;2;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=5";0.7160789001793186;19
RSF;5;3;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=5";0.7006764374295378;12
RSF;5;1;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.6804532577903682;13
RSF;5;2;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.7109982068141064;19
RSF;5;3;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.7102593010146562;12
RSF;5;1;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=5";0.6736543909348441;13
RSF;5;2;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=5";0.7092050209205021;19
RSF;5;3;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=5";0.7071589627959414;12
RSF;5;1;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.6818696883852691;13
RSF;5;2;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.7259414225941423;19
RSF;5;3;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.7223788049605412;12
RSF;5;1;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=5";0.6793201133144476;13
RSF;5;2;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=5";0.7160789001793186;19
RSF;5;3;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=5";0.7006764374295378;12
RSF;5;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.6793201133144476;13
RSF;5;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.7157800358637179;19
RSF;5;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.7077226606538896;12
RSF;5;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=5";0.6847025495750708;13
RSF;5;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=5";0.7169754931261207;19
RSF;5;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=5";0.7099774520856821;12
RSF;5;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.6798866855524079;13
RSF;5;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.7244471010161386;19
RSF;5;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.717869222096956;12
RSF;5;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=5";0.6728045325779037;13
RSF;5;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=5";0.7175732217573222;19
RSF;5;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=5";0.7088500563697858;12
RSF;5;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.68328611898017;13
RSF;5;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.7154811715481172;19
RSF;5;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.7102593010146562;12
RSF;5;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=5";0.6781869688385269;13
RSF;5;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=5";0.7133891213389121;19
RSF;5;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=5";0.7043404735062007;12
RSF;5;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.6798866855524079;13
RSF;5;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.7244471010161386;19
RSF;5;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.717869222096956;12
RSF;5;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.6728045325779037;13
RSF;5;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.7175732217573222;19
RSF;5;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.7088500563697858;12
GBSA;1;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6749266862170088;15
GBSA;1;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.7040287769784173;15
GBSA;1;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6619268717353454;14
GBSA;1;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6653958944281525;15
GBSA;1;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.703021582733813;15
GBSA;1;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6999419616947186;14
GBSA;1;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6750733137829912;15
GBSA;1;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.7103597122302159;15
GBSA;1;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6642484039466048;14
GBSA;1;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6548387096774193;15
GBSA;1;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.7113669064748201;15
GBSA;1;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6973302379570516;14
GBSA;1;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6690615835777126;15
GBSA;1;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.7067625899280575;15
GBSA;1;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6662797446314568;14
GBSA;1;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.6589442815249267;15
GBSA;1;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.7080575539568346;15
GBSA;1;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.6973302379570516;14
GBSA;1;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6674486803519062;15
GBSA;1;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.7119424460431655;15
GBSA;1;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6629425420777714;14
GBSA;1;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.6486803519061584;15
GBSA;1;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.7113669064748201;15
GBSA;1;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.692106790481718;14
GBSA;2;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.665861284820921;20
GBSA;2;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6921734070410241;17
GBSA;2;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.742689176967139;17
GBSA;2;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6688459351904491;20
GBSA;2;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6963922025021821;17
GBSA;2;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.7524871872173651;17
GBSA;2;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6631608868675384;20
GBSA;2;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6952283968577248;17
GBSA;2;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.7357552004823635;17
GBSA;2;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6728254690164867;20
GBSA;2;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6945010183299389;17
GBSA;2;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.7464576424479952;17
GBSA;2;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6623081296191018;20
GBSA;2;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6840267675298225;17
GBSA;2;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.7310823032861019;17
GBSA;2;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.6694144400227402;20
GBSA;2;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.69290078556881;17
GBSA;2;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.7506783237865541;17
GBSA;2;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6657191586128482;20
GBSA;2;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6897003200465522;17
GBSA;2;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.7246005426590293;17
GBSA;2;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.6748152359295054;20
GBSA;2;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.6913005528076811;17
GBSA;2;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.7458546879710581;17
GBSA;3;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6440606571187869;20
GBSA;3;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6428571428571429;13
GBSA;3;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6576834862385321;19
GBSA;3;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6492558270148835;20
GBSA;3;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6851370851370852;13
GBSA;3;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6545298165137615;19
GBSA;3;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6522044369559112;20
GBSA;3;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6507936507936508;13
GBSA;3;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6631307339449541;19
GBSA;3;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6585228868295423;20
GBSA;3;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6822510822510822;13
GBSA;3;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6556766055045872;19
GBSA;3;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6437798371244032;20
GBSA;3;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6473304473304473;13
GBSA;3;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6545298165137615;19
GBSA;3;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.6543105869137883;20
GBSA;3;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.6903318903318904;13
GBSA;3;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.6594036697247706;19
GBSA;3;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6475709070485819;20
GBSA;3;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6516594516594516;13
GBSA;3;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6585435779816514;19
GBSA;3;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.6557146868857062;20
GBSA;3;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.6888888888888889;13
GBSA;3;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.650802752293578;19
GBSA;4;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.7516447368421053;12
GBSA;4;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6751854905193735;11
GBSA;4;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6917557251908397;22
GBSA;4;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.746984649122807;12
GBSA;4;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6626820555097555;11
GBSA;4;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.7013740458015267;22
GBSA;4;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.7535635964912281;12
GBSA;4;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6599340478153339;11
GBSA;4;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.7053435114503817;22
GBSA;4;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.7456140350877193;12
GBSA;4;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6662544655125034;11
GBSA;4;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6891603053435115;22
GBSA;4;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.7524671052631579;12
GBSA;4;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6679032701291564;11
GBSA;4;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6958778625954198;22
GBSA;4;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.7491776315789473;12
GBSA;4;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.661857653201429;11
GBSA;4;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.6998473282442748;22
GBSA;4;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.7421875;12
GBSA;4;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6571860401209123;11
GBSA;4;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.7035114503816794;22
GBSA;4;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.7483552631578947;12
GBSA;4;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.6658422643583402;11
GBSA;4;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.6818320610687023;22
GBSA;5;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.7099150141643059;13
GBSA;5;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.7395397489539749;19
GBSA;5;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.7144870349492672;12
GBSA;5;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.7045325779036827;13
GBSA;5;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.7387925881649731;19
GBSA;5;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.717869222096956;12
GBSA;5;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.7130311614730879;13
GBSA;5;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.7396891811117753;19
GBSA;5;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.7187147688838782;12
GBSA;5;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.7104815864022663;13
GBSA;5;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.7423789599521817;19
GBSA;5;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.7336527621195039;12
GBSA;5;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.7101983002832861;13
GBSA;5;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.7375971309025703;19
GBSA;5;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.7240698985343855;12
GBSA;5;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.7084985835694051;13
GBSA;5;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.7280334728033473;19
GBSA;5;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.7263246899661782;12
GBSA;5;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.7090651558073654;13
GBSA;5;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.7411835026897788;19
GBSA;5;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.730129650507328;12
GBSA;5;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.7107648725212464;13
GBSA;5;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.7423789599521817;19
GBSA;5;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.7387260428410372;12
