coorte;modelo;c_index_treino_medio;c_index_teste_medio;dp_teste;gap_medio
LUSC;Weibull AFT;0.690571521840847;0.6117012281103615;0.07576637850275668;0.07887029373048551
LUSC;CoxPH;0.6992987812183077;0.6078185604172927;0.0762714588627516;0.09148022080101492
LUSC;RSF;0.7870293967929232;0.596968370903718;0.06140977992039192;0.19006102588920515
LUSC;DeepSurv;0.7200550280635827;0.5807897447490179;0.0511322675195793;0.13926528331456484
LUSC;GBSA;0.7221750701090732;0.5685532471017759;0.07621295402946324;0.15362182300729738
LUSC;DeepHit;0.5732934018736938;0.5222148772532794;0.06308991007198489;0.05107852462041448
