coorte;modelo;fold_externo;fold_interno;parametros;c_index_validacao_interna;n_genes_inner
LUSC;RSF;4;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.5511542497376705;9
LUSC;RSF;4;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=5";0.6022227965882657;8
LUSC;RSF;4;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=5";0.50880195599022;4
LUSC;RSF;4;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=5";0.5330535152151101;9
LUSC;RSF;4;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.6045489790643577;8
LUSC;RSF;4;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.5144254278728606;4
LUSC;RSF;4;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.5729275970619098;9
LUSC;RSF;4;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=5";0.599638149392608;8
LUSC;RSF;4;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=5";0.5232273838630807;4
LUSC;RSF;4;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=5";0.5548268625393494;9
LUSC;RSF;4;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.6058413026621866;8
LUSC;RSF;4;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.5161369193154034;4
LUSC;RSF;4;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.5451206715634838;9
LUSC;RSF;4;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=5";0.5908503489273714;8
LUSC;RSF;4;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=5";0.5227383863080685;4
LUSC;RSF;4;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=5";0.5351521511017838;9
LUSC;RSF;4;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.6045489790643577;8
LUSC;RSF;4;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.5144254278728606;4
LUSC;RSF;4;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.5729275970619098;9
LUSC;RSF;4;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.599638149392608;8
LUSC;RSF;4;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.5232273838630807;4
LUSC;RSF;4;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.5548268625393494;9
LUSC;RSF;5;1;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.5437710437710438;9
LUSC;RSF;5;2;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.5499153976311336;2
LUSC;RSF;5;3;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.5199897488467452;4
LUSC;RSF;5;1;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=5";0.5493025493025493;9
LUSC;RSF;5;2;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=5";0.5499153976311336;2
LUSC;RSF;5;3;"n_estimators=100; min_samples_split=15; min_samples_leaf=10; max_features=5";0.509226037929267;4
LUSC;RSF;5;1;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.5618085618085618;9
LUSC;RSF;5;2;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.5334783659656757;2
LUSC;RSF;5;3;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.5194771911840081;4
LUSC;RSF;5;1;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=5";0.5731120731120731;9
LUSC;RSF;5;2;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=5";0.5334783659656757;2
LUSC;RSF;5;3;"n_estimators=100; min_samples_split=15; min_samples_leaf=20; max_features=5";0.513582778062532;4
LUSC;RSF;5;1;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.5521885521885522;9
LUSC;RSF;5;2;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.5470147449842881;2
LUSC;RSF;5;3;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.5330599692465402;4
LUSC;RSF;5;1;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=5";0.5591630591630592;9
LUSC;RSF;5;2;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=5";0.5470147449842881;2
LUSC;RSF;5;3;"n_estimators=100; min_samples_split=25; min_samples_leaf=10; max_features=5";0.5048692977960021;4
LUSC;RSF;5;1;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.5618085618085618;9
LUSC;RSF;5;2;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.5334783659656757;2
LUSC;RSF;5;3;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.5194771911840081;4
LUSC;RSF;5;1;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=5";0.5731120731120731;9
LUSC;RSF;5;2;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=5";0.5334783659656757;2
LUSC;RSF;5;3;"n_estimators=100; min_samples_split=25; min_samples_leaf=20; max_features=5";0.513582778062532;4
LUSC;RSF;5;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.5553150553150553;9
LUSC;RSF;5;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.5535412134396906;2
LUSC;RSF;5;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=sqrt";0.5205023065094824;4
LUSC;RSF;5;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=5";0.5521885521885522;9
LUSC;RSF;5;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=5";0.5535412134396906;2
LUSC;RSF;5;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=10; max_features=5";0.5079446437724244;4
LUSC;RSF;5;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.5596440596440596;9
LUSC;RSF;5;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.5441140923374426;2
LUSC;RSF;5;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=sqrt";0.5338288057406458;4
LUSC;RSF;5;1;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=5";0.5692640692640693;9
LUSC;RSF;5;2;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=5";0.5441140923374426;2
LUSC;RSF;5;3;"n_estimators=200; min_samples_split=15; min_samples_leaf=20; max_features=5";0.52614044079959;4
LUSC;RSF;5;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.5625300625300625;9
LUSC;RSF;5;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.5569253081943437;2
LUSC;RSF;5;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=sqrt";0.5330599692465402;4
LUSC;RSF;5;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=5";0.5589225589225589;9
LUSC;RSF;5;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=5";0.5569253081943437;2
LUSC;RSF;5;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=10; max_features=5";0.5064069707842133;4
LUSC;RSF;5;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.5596440596440596;9
LUSC;RSF;5;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.5441140923374426;2
LUSC;RSF;5;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=sqrt";0.5338288057406458;4
LUSC;RSF;5;1;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.5692640692640693;9
LUSC;RSF;5;2;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.5441140923374426;2
LUSC;RSF;5;3;"n_estimators=200; min_samples_split=25; min_samples_leaf=20; max_features=5";0.52614044079959;4
LUSC;GBSA;1;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5506958250497018;13
LUSC;GBSA;1;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6126408010012515;8
LUSC;GBSA;1;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5763221153846154;9
LUSC;GBSA;1;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.5337972166998012;13
LUSC;GBSA;1;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6465581977471839;8
LUSC;GBSA;1;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.5900240384615385;9
LUSC;GBSA;1;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5494532803180915;13
LUSC;GBSA;1;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6281602002503129;8
LUSC;GBSA;1;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5770432692307692;9
LUSC;GBSA;1;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5387673956262425;13
LUSC;GBSA;1;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.6498122653316646;8
LUSC;GBSA;1;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5883413461538461;9
LUSC;GBSA;1;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5508200795228628;13
LUSC;GBSA;1;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6157697121401752;8
LUSC;GBSA;1;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5810096153846154;9
LUSC;GBSA;1;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5467196819085487;13
LUSC;GBSA;1;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.6460575719649562;8
LUSC;GBSA;1;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5855769230769231;9
LUSC;GBSA;1;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5509443339960238;13
LUSC;GBSA;1;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6360450563204005;8
LUSC;GBSA;1;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5763221153846154;9
LUSC;GBSA;1;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.547713717693837;13
LUSC;GBSA;1;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.6543178973717146;8
LUSC;GBSA;1;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.5766826923076923;9
LUSC;GBSA;2;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5580862858520126;8
LUSC;GBSA;2;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5445005313496281;13
LUSC;GBSA;2;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5138048908756245;3
LUSC;GBSA;2;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.5439865027717522;8
LUSC;GBSA;2;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.5377258235919234;13
LUSC;GBSA;2;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.515514067841178;3
LUSC;GBSA;2;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5608580380814654;8
LUSC;GBSA;2;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5445005313496281;13
LUSC;GBSA;2;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5268209308440704;3
LUSC;GBSA;2;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5454326343697277;8
LUSC;GBSA;2;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5281615302869288;13
LUSC;GBSA;2;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5211674993426243;3
LUSC;GBSA;2;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5553145336225597;8
LUSC;GBSA;2;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5349362380446334;13
LUSC;GBSA;2;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5209045490402314;3
LUSC;GBSA;2;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5531453362255966;8
LUSC;GBSA;2;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5332093517534537;13
LUSC;GBSA;2;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5199842229818564;3
LUSC;GBSA;2;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5588093516510002;8
LUSC;GBSA;2;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5375929861849097;13
LUSC;GBSA;2;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5376018932421772;3
LUSC;GBSA;2;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.5533863581585924;8
LUSC;GBSA;2;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.5369287991498406;13
LUSC;GBSA;2;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.5391795950565343;3
LUSC;GBSA;3;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.6231422505307855;7
LUSC;GBSA;3;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5647985989492119;12
LUSC;GBSA;3;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5506887052341598;15
LUSC;GBSA;3;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.6322245812691673;7
LUSC;GBSA;3;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.5644233174881161;12
LUSC;GBSA;3;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.5454545454545454;15
LUSC;GBSA;3;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.6332861523944326;7
LUSC;GBSA;3;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5649236927695772;12
LUSC;GBSA;3;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5570247933884298;15
LUSC;GBSA;3;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.644963434772352;7
LUSC;GBSA;3;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5711783837878409;12
LUSC;GBSA;3;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5426997245179064;15
LUSC;GBSA;3;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.6260910592120783;7
LUSC;GBSA;3;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5584188141105829;12
LUSC;GBSA;3;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5482093663911846;15
LUSC;GBSA;3;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.6430761972163246;7
LUSC;GBSA;3;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5701776332249187;12
LUSC;GBSA;3;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5451790633608815;15
LUSC;GBSA;3;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.6387119603680114;7
LUSC;GBSA;3;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5669251938954216;12
LUSC;GBSA;3;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5553719008264463;15
LUSC;GBSA;3;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.6591177164425572;7
LUSC;GBSA;3;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.576682511883913;12
LUSC;GBSA;3;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.5429752066115703;15
LUSC;GBSA;4;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.569139312483846;8
LUSC;GBSA;4;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5145476772616137;4
LUSC;GBSA;4;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5661070304302204;9
LUSC;GBSA;4;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.5556991470664254;8
LUSC;GBSA;4;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.4980440097799511;4
LUSC;GBSA;4;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.5401364113326338;9
LUSC;GBSA;4;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.572499353838201;8
LUSC;GBSA;4;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.50880195599022;4
LUSC;GBSA;4;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5541710388247639;9
LUSC;GBSA;4;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5567330059446886;8
LUSC;GBSA;4;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.4968215158924205;4
LUSC;GBSA;4;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5348898216159497;9
LUSC;GBSA;4;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5469113466011889;8
LUSC;GBSA;4;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5079462102689487;4
LUSC;GBSA;4;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5577124868835257;9
LUSC;GBSA;4;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5487205996381493;8
LUSC;GBSA;4;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.4965770171149144;4
LUSC;GBSA;4;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5393494228751312;9
LUSC;GBSA;4;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5619023003360042;8
LUSC;GBSA;4;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5091687041564792;4
LUSC;GBSA;4;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5515477439664218;9
LUSC;GBSA;4;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.558542258981649;8
LUSC;GBSA;4;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.4963325183374083;4
LUSC;GBSA;4;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.5398740818467995;9
LUSC;GBSA;5;1;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5654160654160654;9
LUSC;GBSA;5;2;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.4653130287648054;2
LUSC;GBSA;5;3;"n_estimators=100; learning_rate=0.01; max_depth=1; subsample=0.7";0.5492055356227575;4
LUSC;GBSA;5;1;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.5714285714285714;9
LUSC;GBSA;5;2;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.4847715736040609;2
LUSC;GBSA;5;3;"n_estimators=100; learning_rate=0.01; max_depth=2; subsample=0.7";0.52614044079959;4
LUSC;GBSA;5;1;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5637325637325638;9
LUSC;GBSA;5;2;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.4662799129804206;2
LUSC;GBSA;5;3;"n_estimators=100; learning_rate=0.02; max_depth=1; subsample=0.7";0.5516401845207586;4
LUSC;GBSA;5;1;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5625300625300625;9
LUSC;GBSA;5;2;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.49274836838288616;2
LUSC;GBSA;5;3;"n_estimators=100; learning_rate=0.02; max_depth=2; subsample=0.7";0.5258841619682214;4
LUSC;GBSA;5;1;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5591630591630592;9
LUSC;GBSA;5;2;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.4714769156393522;2
LUSC;GBSA;5;3;"n_estimators=150; learning_rate=0.01; max_depth=1; subsample=0.7";0.5467708867247565;4
LUSC;GBSA;5;1;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.5702260702260702;9
LUSC;GBSA;5;2;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.49299008943678996;2
LUSC;GBSA;5;3;"n_estimators=150; learning_rate=0.01; max_depth=2; subsample=0.7";0.521783700666325;4
LUSC;GBSA;5;1;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5557960557960558;9
LUSC;GBSA;5;2;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.4741358472322939;2
LUSC;GBSA;5;3;"n_estimators=150; learning_rate=0.02; max_depth=1; subsample=0.7";0.5483085597129677;4
LUSC;GBSA;5;1;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.5608465608465608;9
LUSC;GBSA;5;2;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.49722020788010635;2
LUSC;GBSA;5;3;"n_estimators=150; learning_rate=0.02; max_depth=2; subsample=0.7";0.5207585853408508;4
